Title,Price,Rating,RAM,Display,Camera,Battery,Warranty,Rating_Numeric,Sentiment,Title_Sentiment_Score
"realme Narzo 80 Lite 4G (Obsidian Black, 64 GB)","₹12,898",4.3,4 GB RAM | 64 GB ROM,17.12 cm (6.74 inch) HD+ Display,32MP Rear Camera,6300 mAh Battery,,4.3,Positive,0.0
"Infinix SMART 20 (Sunlike Orange, 64 GB)","₹12,499",4.0,4 GB RAM | 64 GB ROM,17.22 cm (6.78 inch) HD+ Display,8MP Rear Camera | 8MP Front Camera,5200 mAh Battery,"1 year for Handset
6 months for Accessories",4.0,Positive,0.5319
"POCO X8 Pro (Black, 256 GB)","₹37,999",4.4,12 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,Positive,0.0
"vivo V70 FE (Monsoon Blue 2026, 256 GB)","₹40,999",4.4,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Full HD+ AMOLED Display,200MP + 8MP | 50MP Front Camera,7000 mAh Li-ion battery Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4,Positive,0.0
"vivo V70 FE (Monsoon Blue 2026, 128 GB)","₹37,999",4.4,8 GB RAM | 128 GB ROM,17.35 cm (6.83 inch) Full HD+ AMOLED Display,200MP + 8MP | 50MP Front Camera,7000 mAh Li-ion battery Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4,Positive,0.0
"realme GT 2 Pro (Steel Black, 256 GB)","₹28,999",4.2,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Quad HD Display,50MP + 50MP + 2MP | 32MP Front Camera,5000 mAh Lithium Ion Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.2,Positive,0.4278
"HMD 130 Music Dual Sim, Built-in Loud Speaker, Type C, Built-in UPI App","₹1,804",3.6,8 MB RAM | 4 MB ROM,6.1 cm (2.4 inch) Display,2500 mAh Battery,1 year manufacturer warranty,,3.6,Neutral,0.0
"POCO X8 Pro (Iron man edition, 256 GB)","₹39,999",4.4,12 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,Positive,0.0
"POCO X8 Pro (Black, 256 GB)","₹34,999",4.3,8 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,Positive,0.0
"Samsung Galaxy F17 5G (Black, 128 GB)","₹16,999",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 5MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.2,Positive,0.0
Jio JioBharat V4 4G,₹838,3.7,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,3.7,Neutral,0.0
"POCO X8 Pro (White, 256 GB)","₹37,999",4.4,12 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,Positive,0.0
"POCO X8 Pro (Green, 256 GB)","₹34,999",4.3,8 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,Positive,0.0
"OPPO A6x 5G (Olive Green, 128 GB)","₹20,999",4.4,6 GB RAM | 128 GB ROM,17.14 cm (6.75 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,6500 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4,Positive,0.0
"POCO C81 (Elite Black, 64 GB)","₹11,100",3.8,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.53 cm (6.9 inch) Display,13MP Rear Camera | 8MP Front Camera,6300 mAh Lithium-Ion Polymer Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,3.8,Neutral,0.0
ringme R1+ JUMBO,"₹1,699",4.1,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,1MP Rear Camera,4000 mAh Battery,,4.1,Positive,0.0
"realme P4 5G (Forge Red, 128 GB)","₹24,999",4.4,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP + 8MP | 16MP Front Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4,Positive,0.0
"POCO X8 Pro (Green, 256 GB)","₹37,999",4.4,12 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,Positive,0.0
"Infinix GT 30 Pro 5G+ (Prism White, 256 GB)","₹29,999",4.3,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,108MP + 8MP | 13MP Front Camera,5500 mAh Battery,1 Year Warranty for Handset and 6 Months Warranty for Accessories,4.3,Positive,0.4278
"realme Narzo Power 5G (Titan Blue, 128 GB)","₹27,945",4.1,8 GB RAM | 128 GB ROM,17.27 cm (6.8 inch) Display,50MP Rear Camera,10001 mAh Battery,,4.1,Positive,0.0
"Samsung Galaxy S26 Ultra 5G (Black, 512 GB)","₹1,59,999",4.7,12 GB RAM | 512 GB ROM,17.53 cm (6.9 inch) Quad HD+ Display,200MP + 50MP | 12MP Front Camera,5000 mAh Li-ion Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.7,Positive,0.0
UiSmart Ui06,"₹1,699",4.0,512 MB RAM | 32 MB ROM | Expandable Upto 32 TB,4.5 cm (1.77 inch) QVGA Display,2MP + 0MP | 0MP Front Camera,1050 mAh Battery,1 Year For Handset and Six months for Accessories,4.0,Positive,0.0
KARBONN K1 4G,"₹1,090",3.7,20 MB RAM | 36 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,2MP Rear Camera,1000 mAh Battery,,3.7,Neutral,0.0
"Infinix NOTE 60 Pro (Deep Ocean Blue, 256 GB)","₹36,999",4.4,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ AMOLED Display,50MP + 8MP | 13MP Front Camera,6500 mAh Battery,1 year for Handset 6 months for Accessories,4.4,Positive,0.0
"Infinix NOTE 60 Pro (Mocha Brown, 256 GB)","₹36,999",4.4,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ AMOLED Display,50MP + 8MP | 13MP Front Camera,6500 mAh Battery,1 year for Handset 6 months for Accessories,4.4,Positive,0.0
"vivo X300 Pro (Dune Gold, 512 GB)","₹1,09,999",4.7,16 GB RAM | 512 GB ROM,43.74 cm (17.22 cm) Full HD+ Display,50MP + 50MP + 200MP | 50MP Front Camera,6510 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.7,Positive,0.0
"vivo X300 Pro (Elite Black, 512 GB)","₹1,09,999",4.7,16 GB RAM | 512 GB ROM,43.74 cm (17.22 cm) Display,50MP + 50MP + 200MP | 50MP Front Camera,6510 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.7,Positive,0.0
"Infinix SMART 20 (Sunlike Orange, 64 GB)","₹12,499",4.0,4 GB RAM | 64 GB ROM,17.22 cm (6.78 inch) HD+ Display,8MP Rear Camera | 8MP Front Camera,5200 mAh Battery,"1 year for Handset
6 months for Accessories",4.0,Positive,0.5319
"POCO X8 Pro (Black, 256 GB)","₹37,999",4.4,12 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,Positive,0.0
"OPPO A6 Pro 5G (Aurora Gold, 256 GB)","₹31,999",4.4,8 GB RAM | 256 GB ROM,17.14 cm (6.75 inches) HD+ Display,50MP + 2MP | Yes,7000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4,Positive,0.0
"Samsung Galaxy S26 Ultra 5G (Cobalt Violet, 512 GB)","₹1,39,996",4.7,12 GB RAM | 512 GB ROM,17.53 cm (6.9 inch) Quad HD+ Display,200MP + 50MP | 12MP Front Camera,5000 mAh Li-ion Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.7,Positive,0.0
"POCO X8 Pro (Iron man edition, 256 GB)","₹39,999",4.4,12 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,Positive,0.0
"POCO X8 Pro (Black, 256 GB)","₹34,999",4.3,8 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,Positive,0.0
"Motorola g04s (Sunrise Orange, 64 GB)","₹9,999",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories,4.2,Positive,0.0
itel It9120,"₹2,200",4.0,64 MB RAM | 128 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1200 mAh Battery,,4.0,Positive,0.0
"vivo V70 FE (Northern Lights Purple 2026, 256 GB)","₹40,999",4.4,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Full HD+ AMOLED Display,200MP + 8MP | 50MP Front Camera,7000 mAh Li-ion battery Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4,Positive,0.0
"Apple iPhone 16 Plus (Ultramarine, 256 GB)","₹89,900",4.6,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A18 Chip, 6 Core Processor Processor",,4.6,Positive,0.0
"POCO X8 Pro (White, 256 GB)","₹37,999",4.4,12 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,Positive,0.0
"POCO X8 Pro (Green, 256 GB)","₹34,999",4.3,8 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,Positive,0.0
"Alcatel V3 Ultra 5G (Hyper Blue, 128 GB)","₹21,999",4.1,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.22 cm (6.78 inch) Full HD+ Display,108MP + 8MP + 2MP | 32MP Front Camera,5010 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on in the Box Accessories,4.1,Positive,0.0
"vivo T4 5G (Emerald Blaze, 128 GB)","₹24,999",4.4,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP (OIS) + 2MP | 32MP Front Camera,7300 mAh Battery,1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories,4.4,Positive,0.0
"POCO X8 Pro (Green, 256 GB)","₹37,999",4.4,12 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,Positive,0.0
Kechaoda K9,"₹1,249",4.1,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1700 mAh Battery,,4.1,Positive,0.0
"MOTOROLA Signature (PANTONE Martini Olive, 256 GB)","₹57,499",4.5,12 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Super HD Display,50MP + 50MP + 50MP | 50MP Front Camera,5200 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.5,Positive,0.0
MTR FOLD X,"₹1,580",3.7,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,2000 mAh Battery,,3.7,Neutral,0.0
"Tecno Spark Go 3 (Titanium Grey, 64 GB)","₹11,999",4.0,4 GB RAM | 64 GB ROM,17.12 cm (6.74 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year Manufacturer Warranty for Phone,4.0,Positive,0.2732
"REDMI Note 15 5G (Mist Purple, 256 GB)","₹27,540",4.4,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,108MP Rear Camera,5520 mAh Battery,,4.4,Positive,0.0
"Infinix SMART 20 (Cloudline Blue, 64 GB)","₹12,499",4.0,4 GB RAM | 64 GB ROM,17.22 cm (6.78 inch) HD+ Display,8MP Rear Camera | 8MP Front Camera,5200 mAh Battery,"1 year for Handset
6 months for Accessories",4.0,Positive,0.5319
"POCO X8 Pro (Black, 256 GB)","₹37,999",4.4,12 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,Positive,0.0
"realme 16 5G (Air White, 256 GB)","₹40,999",4.4,12 GB RAM | 256 GB ROM,16.69 cm (6.57 inch) Full HD+ AMOLED Display,50MP + 2MP | 50MP Front Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4,Positive,0.0
"MOTOROLA Edge 60 Pro (Pantone Shadow, 512 GB)","₹37,999",4.4,16 GB RAM | 512 GB ROM,17.02 cm (6.7 inch) Display,50MP + 50MP + 10MP | 50MP Front Camera,6000 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.4,Positive,0.0
"POCO X8 Pro (Iron man edition, 256 GB)","₹39,999",4.4,12 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,Positive,0.0
"POCO X8 Pro (Black, 256 GB)","₹34,999",4.3,8 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,Positive,0.0
"MOTOROLA Signature (PANTONE Martini Olive, 256 GB)","₹57,499",4.5,12 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Super HD Display,50MP + 50MP + 50MP | 50MP Front Camera,5200 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.5,Positive,0.0
"Alcatel V3 Ultra 5G (Hyper Blue, 128 GB)","₹21,999",4.1,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.22 cm (6.78 inch) Full HD+ Display,108MP + 8MP + 2MP | 32MP Front Camera,5010 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on in the Box Accessories,4.1,Positive,0.0
"vivo V70 FE (Northern Lights Purple 2026, 256 GB)","₹40,999",4.4,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Full HD+ AMOLED Display,200MP + 8MP | 50MP Front Camera,7000 mAh Li-ion battery Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4,Positive,0.0
"Ai+ Nova 2 Ultra 5G (Red, 128 GB)","₹17,999",4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.22 cm (6.78 inch) Full HD+ AMOLED Display,50MP + 8MP | 13MP Front Camera,6000 mAh Li-polymer Battery,1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,4.1,Positive,0.0
"POCO X8 Pro (White, 256 GB)","₹37,999",4.4,12 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,Positive,0.0
"POCO X8 Pro (Green, 256 GB)","₹34,999",4.3,8 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,Positive,0.0
"Infinix Note 40X 5G (Starlit Black, 256 GB)","₹15,999",4.2,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.22 cm (6.78 inch) Full HD+ Display,108MP + 2MP + AI Lens | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.2,Positive,0.0
"vivo T4 5G (Emerald Blaze, 128 GB)","₹24,999",4.4,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP (OIS) + 2MP | 32MP Front Camera,7300 mAh Battery,1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories,4.4,Positive,0.0
"POCO X8 Pro (Green, 256 GB)","₹37,999",4.4,12 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,Positive,0.0
Kechaoda K9,"₹1,249",4.1,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1700 mAh Battery,,4.1,Positive,0.0
"OPPO Reno15 Pro Mini 5G (Cocoa Brown, 256 GB)","₹59,999",4.6,12 GB RAM | 256 GB ROM,16.05 cm (6.32 inch) Full HD+ Display,200MP + 50MP + 50MP | Yes,6200 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.6,Positive,0.0
"Samsung Galaxy S26 Ultra 5G (Black, 512 GB)","₹1,59,999",4.7,12 GB RAM | 512 GB ROM,17.53 cm (6.9 inch) Quad HD+ Display,200MP + 50MP | 12MP Front Camera,5000 mAh Li-ion Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.7,Positive,0.0
"OPPO Reno15 Pro Mini 5G (Glacier White, 256 GB)","₹59,999",4.6,12 GB RAM | 256 GB ROM,16.05 cm (6.32 inch) Full HD+ Display,200MP + 50MP + 50MP | Yes,6200 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.6,Positive,0.0
"Infinix SMART 20 (Polaris Titanium, 64 GB)","₹12,499",4.0,4 GB RAM | 64 GB ROM,17.22 cm (6.78 inch) HD+ Display,8MP Rear Camera | 8MP Front Camera,5200 mAh Battery,"1 year for Handset
6 months for Accessories",4.0,Positive,0.5319
KARBONN KX30 Dual Sim Keypad Mobile|1200 mAh Battery|0.3MP Camera|Expandable Upto 32 GB,"₹1,260",3.9,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1200 mAh Battery,,3.9,Neutral,0.0
"REDMI Note 15 5G (Mist Purple, 256 GB)","₹27,540",4.4,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,108MP Rear Camera,5520 mAh Battery,,4.4,Positive,0.0
"Tecno Spark Go 3 (Titanium Grey, 64 GB)","₹11,999",4.0,4 GB RAM | 64 GB ROM,17.12 cm (6.74 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year Manufacturer Warranty for Phone,4.0,Positive,0.2732
"HMD 101 4G Feature Phone with Cloud Phone Apps, Type C Fast Charging","₹2,099",3.8,16 MB RAM | 24 MB ROM,5.08 cm (2 inch) Display,1000 mAh Battery,1 Year Replacement,,3.8,Neutral,0.0
"Infinix SMART 20 (Sunlike Orange, 64 GB)","₹12,499",4.0,4 GB RAM | 64 GB ROM,17.22 cm (6.78 inch) HD+ Display,8MP Rear Camera | 8MP Front Camera,5200 mAh Battery,"1 year for Handset
6 months for Accessories",4.0,Positive,0.5319
"POCO X8 Pro (Black, 256 GB)","₹37,999",4.4,12 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,Positive,0.0
"Apple iPhone 17 (Sage, 512 GB)","₹99,400",4.6,512 GB ROM,16.0 cm (6.3 inch) Super Retina XDR Display,48MP + 48MP | 18MP Front Camera,"A19 Chip, 6 Core Processor Processor",,4.6,Positive,0.0
"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹13,999",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.2,Positive,0.0
"Samsung Galaxy S26 5G (Black, 256 GB)","₹76,850",4.7,12 GB RAM | 256 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,50MP + 12MP | 12MP Front Camera,4300 mAh Li-ion Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.7,Positive,0.0
"MOTOROLA g67 power 5G (Pantone BLUE CURACAO, 256 GB)","₹26,999",4.3,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,7000 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.3,Positive,0.0
"POCO X8 Pro (Iron man edition, 256 GB)","₹39,999",4.4,12 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,Positive,0.0
"POCO X8 Pro (Black, 256 GB)","₹34,999",4.3,8 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,Positive,0.0
LAVA Gem 2025,"₹1,794",4.1,4 MB RAM | 32 GB ROM | Expandable Upto 32 GB,7.11 cm (2.8 inch) HVGA Display,0.3MP + 0MP | 0MP Front Camera,2575 mAh Battery,1 YEAR REPLACEMENT WARRANTY,4.1,Positive,0.0
KARBONN K9 Yuva Keypad Mobile| 2500 mAh Battery|2MP Camera|Expandable Memory up to 32GB,"₹1,220",3.8,64 MB RAM | 32 KB ROM,4.57 cm (1.8 inch) QVGA Display,2MP Rear Camera,2502 mAh Battery,,3.8,Neutral,0.0
"POCO X8 Pro (White, 256 GB)","₹37,999",4.4,12 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,Positive,0.0
"POCO X8 Pro (Green, 256 GB)","₹34,999",4.3,8 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,Positive,0.0
"Samsung Galaxy S26 5G (White, 512 GB)","₹1,07,999",4.7,12 GB RAM | 512 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,50MP + 12MP | 12MP Front Camera,4300 mAh Li-ion Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.7,Positive,0.0
"Infinix NOTE 60 Pro (Torino Black, 256 GB)","₹37,999",4.4,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ AMOLED Display,50MP + 8MP | 13MP Front Camera,6500 mAh Battery,1 year for Handset 6 months for Accessories,4.4,Positive,0.0
"Samsung Galaxy S26 5G (Sky Blue, 512 GB)","₹1,07,999",4.7,12 GB RAM | 512 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,50MP + 12MP | 12MP Front Camera,4300 mAh Li-ion Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.7,Positive,0.0
"OPPO F33 Pro 5G (Misty Forest, 128 GB)","₹37,999",4.3,8 GB RAM | 128 GB ROM,16.69 cm (6.57 inch) Full HD+ AMOLED Display,50MP + 2MP | 50MP Front Camera,7000 mAh lithium-ion polymer Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3,Positive,0.0
"POCO X8 Pro (Green, 256 GB)","₹37,999",4.4,12 GB RAM | 256 GB ROM,16.74 cm (6.59 inch) Full HD+ AMOLED Display,50MP + 8MP | 20MP Front Camera,6500 mAh Lithium-Ion Polymer With Silicon Carbon Technology Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,Positive,0.0
"Infinix SMART 20 (Cloudline Blue, 128 GB)","₹13,999",4.0,4 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) HD+ Display,8MP Rear Camera | 8MP Front Camera,5200 mAh Battery,"1 year for Handset
6 months for Accessories",4.0,Positive,0.5319
"Samsung Galaxy S25 Edge 5G (Titanium Jetblack, 256 GB)","₹69,999",4.4,12 GB RAM | 256 GB ROM,16.91 cm (6.657 inch) Quad HD+ Display,200MP + 12MP | 12MP Front Camera,3900 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.4,Positive,0.0
"Apple iPhone Air (Sky Blue, 256 GB)","₹99,900",4.6,256 GB ROM,16.51 cm (6.5 inch) Super Retina XDR Display,48MP Rear Camera | 18MP Front Camera,"A19 Chip, 6 Core Processor Processor",,4.6,Positive,0.0
